skeleton_neck_1,skeleton_torso_1,skeleton_left_shoulder_1,skeleton_left_elbow_1,skeleton_left_hand_1,skeleton_right_shoulder_1,skeleton_right_elbow_1,skeleton_right_hand_1,skeleton_left_hip_1,skeleton_left_knee_1,skeleton_left_foot_1,skeleton_right_hip_1,skeleton_right_knee_1,skeleton_right_foot_1
-1.2787;-0.85162;-1.83776;-0.64699;-0.39625;-0.27833;0.589,-1.2787;-0.63467;-1.83776;-0.64699;-0.39625;-0.27833;0.589,-1.29867;-0.27226;-1.86413;-0.64002;-0.37829;-0.29772;0.59886,-0.43459;-2.35088;0.38803;0.72537;0.61012;-0.22095;-0.22972,0.03948;-2.35088;-0.84611;0.55432;0.50423;0.51741;0.41324,-0.51362;-0.32507;-2.43982;0.5;0.5;0.5;-0.5,-0.94081;-1.66873;1.16099;0.85311;0.36801;-0.33641;-0.15361,0.55275;-1.66873;1.19607;-0.61323;-0.26073;0.68185;0.30173,0.18994;-0.75877;-2.08983;0.5;0.5;0.5;-0.5,0.30215;-0.57438;-2.24294;0.54031;0.61554;0.46656;-0.33391,0.5991;0.6901;-2.07349;0.40079;0.58255;0.58255;-0.40079,-0.18168;1.13513;-2.15065;0.5;0.5;0.5;-0.5,-1.68852;0.08995;-1.42758;-0.67187;-0.26498;-0.21891;0.65609,-1.65262;0.70361;-1.40302;-0.66418;-0.24262;-0.24262;0.66418,0.00744;1.14864;-2.16785;0.5;0.5;0.5;-0.5
-0.07649;-0.5788;-2.33848;0.51705;0.51671;0.48599;-0.47905,-0.07649;-0.35909;-2.33848;0.51705;0.51671;0.48599;-0.47905,-0.07622;-0.11321;-2.34067;0.51537;0.51539;0.48741;-0.48083,-0.70581;-2.23386;0.40815;0.76912;0.58873;-0.16992;-0.1816,0.19032;-2.23386;-1.05839;0.51891;0.44239;0.59258;0.4288,-0.48077;-0.39548;-2.39662;0.5;0.5;0.5;-0.5,0.8793;-2.11029;0.61529;0.5429;0.8258;0.05616;0.142,0.09338;-2.11029;-1.32274;-0.34424;-0.57095;0.42355;0.61329,0.2909;-0.44381;-2.47109;0.5;0.5;0.5;-0.5,1.49679;-0.49671;-1.7433;0.3637;0.7024;0.58929;-0.16458,1.64565;0.7015;-1.44235;0.22141;0.67155;0.67155;-0.22141,-0.18076;1.14653;-2.18079;0.5;0.5;0.5;-0.5,-0.64237;-0.45462;-2.20778;-0.61948;-0.50876;-0.32618;0.50102,-0.54383;0.70529;-2.11987;-0.56095;-0.4305;-0.4305;0.56095,0.02303;1.15032;-2.18839;0.5;0.5;0.5;-0.5
0.02376;-0.56997;-2.33804;0.49084;0.53825;0.48492;-0.48396,0.02376;-0.35126;-2.33804;0.49084;0.53825;0.48492;-0.48396,0.02362;-0.08033;-2.34364;0.48685;0.53403;0.48955;-0.48799,-0.64994;-2.24899;0.35915;0.76203;0.60979;-0.14685;-0.16092,0.10906;-2.24899;-0.99857;0.52246;0.45513;0.57384;0.43658,-0.51139;-0.41529;-2.38178;0.5;0.5;0.5;-0.5,0.57788;-2.29056;0.21017;0.60496;0.77974;0.12917;0.09666,0.94011;-2.29139;-0.28556;0.61825;0.77863;-0.02831;-0.10345,0.74429;-0.16544;-2.53101;0.5;0.5;0.5;-0.5,1.57444;-0.37693;-1.70337;0.34588;0.6832;0.62214;-0.1629,1.68973;0.70417;-1.42712;0.21353;0.6741;0.6741;-0.21352,-0.19399;1.1492;-2.20323;0.5;0.5;0.5;-0.5,-0.60927;-0.36798;-2.24185;0.63139;0.48395;0.36198;-0.48591,-0.6004;0.6952;-2.13596;-0.5634;-0.4273;-0.42729;0.5634,-0.00213;1.14023;-2.21873;0.5;0.5;0.5;-0.5
0.0501;-0.57835;-2.32576;0.49323;0.53838;0.49064;-0.47555,0.0501;-0.358;-2.32576;0.49323;0.53838;0.49064;-0.47555,0.04853;-0.07602;-2.33301;0.48928;0.53183;0.4976;-0.47974,-0.1939;-2.33709;0.22592;0.69938;0.70377;-0.08332;-0.09293,-0.01262;-2.33709;-0.5269;0.45074;0.46119;0.5412;0.53966,-0.47892;-0.46259;-2.32771;0.5;0.5;0.5;-0.5,0.42965;-2.28054;0.44375;0.64474;0.76226;-0.01044;0.05621,0.72087;-2.28054;-0.56911;0.5313;0.66607;-0.3654;-0.37491,0.57908;-0.48138;-2.46561;0.5;0.5;0.5;-0.5,1.60001;-0.28006;-1.68286;0.3215;0.69585;0.61702;-0.17812,1.74173;0.71076;-1.37357;0.20457;0.67687;0.67687;-0.20457,-0.17893;1.15579;-2.21095;0.5;0.5;0.5;-0.5,-0.56546;-0.27535;-2.25736;-0.60953;-0.48939;-0.37045;0.50173,-0.55324;0.70623;-2.15539;-0.55981;-0.43198;-0.43198;0.55981,0.01137;1.15126;-2.22523;0.5;0.5;0.5;-0.5
-0.08626;-0.62829;-2.34399;0.50866;0.53231;0.46211;-0.49434,-0.08626;-0.41056;-2.34399;0.50866;0.53231;0.46211;-0.49434,-0.08577;-0.13001;-2.35209;0.5031;0.52776;0.46735;-0.49994,0.09327;-2.16689;1.01039;0.6558;0.73082;-0.17644;0.06844,-1.03854;-2.16689;-0.11699;0.61169;0.50843;0.29504;0.52942,-0.7044;-0.45136;-2.42846;0.5;0.5;0.5;-0.5,0.15665;-2.3023;0.58637;0.69474;0.7147;-0.06578;0.047,0.68479;-2.30231;-0.39128;0.4995;0.58583;-0.48733;-0.41208,0.51259;-0.55355;-2.43578;0.5;0.5;0.5;-0.5,1.49545;-0.39622;-1.78504;0.36873;0.67396;0.61494;-0.17797,1.56444;0.70532;-1.5755;0.24555;0.6631;0.6631;-0.24555,-0.1766;1.15035;-2.21325;0.5;0.5;0.5;-0.5,-0.79986;-0.3644;-2.18415;-0.65031;-0.45737;-0.33402;0.5063,-0.80479;0.69486;-2.0711;-0.58516;-0.39697;-0.39697;0.58516,0.01781;1.13989;-2.2219;0.5;0.5;0.5;-0.5
-0.14724;-0.54445;-2.35209;0.51909;0.50656;0.48435;-0.48923,-0.14724;-0.32689;-2.35209;0.51909;0.50656;0.48435;-0.48923,-0.14719;0.01398;-2.36473;-0.50755;-0.49523;-0.49594;0.50119,0.05242;-0.35636;-2.36768;-0.43245;-0.5876;-0.46066;0.50548,2.36744;-0.35636;-0.31464;-0.0197;0.77294;0.63153;0.05777,-0.59251;-0.1537;-2.03532;0.5;0.5;0.5;-0.5,0.16311;-2.36221;0.18118;0.69129;0.72256;0.00458;-0.00229,0.23501;-2.36221;-0.50577;0.51665;0.53528;-0.45932;-0.48536,0.45911;-0.53594;-2.3797;0.5;0.5;0.5;-0.5,1.47783;-0.46537;-1.82102;0.35639;0.71325;0.57326;-0.18878,1.6785;0.69782;-1.48182;0.22439;0.67056;0.67056;-0.22439,-0.17314;1.14285;-2.2323;0.5;0.5;0.5;-0.5,-0.76138;-0.41748;-2.21355;-0.61346;-0.49838;-0.31358;0.52626,-0.6898;0.70207;-2.12434;-0.57414;-0.41276;-0.41275;0.57414,0.02282;1.1471;-2.23341;0.5;0.5;0.5;-0.5
0.0015;-0.37248;-2.36439;0.49335;0.49901;0.5217;-0.48519,0.0015;-0.15738;-2.36439;0.49335;0.49901;0.5217;-0.48519,0.00147;0.23919;-2.36961;-0.47622;-0.48043;-0.53887;0.50201,0.03706;-0.03725;-2.37457;-0.41419;-0.54369;-0.50946;0.52277,2.39083;-0.03725;0.04037;-0.1112;0.7514;0.6471;0.06555,-0.49029;-0.13741;-2.01664;0.5;0.5;0.5;-0.5,0.21531;-0.11909;-2.36257;0.49573;0.4854;0.54638;-0.46916,-2.41336;-0.11909;-0.28391;-0.73771;0.02869;0.00808;0.67446,0.40553;-0.14965;-2.09334;0.5;0.5;0.5;-0.5,1.57397;-0.68264;-1.70418;0.36431;0.73049;0.56088;-0.13811,1.74203;0.69034;-1.38518;0.20791;0.67585;0.67585;-0.20791,-0.16651;1.13537;-2.21938;0.5;0.5;0.5;-0.5,-0.6114;-0.70552;-2.23085;0.6203;0.54594;0.29068;-0.48237,-0.52771;0.69497;-2.15591;-0.55887;-0.43321;-0.43321;0.55887,0.02648;1.14;-2.2194;0.5;0.5;0.5;-0.5
-0.1185;-0.5414;-2.37609;0.51746;0.50939;0.48572;-0.48666,-0.1185;-0.32327;-2.37609;0.51746;0.50939;0.48572;-0.48666,-0.11432;-0.0109;-2.38591;0.50515;0.50469;0.49088;-0.49914,0.69355;-0.63949;-2.22225;0.4602;0.59607;0.58792;-0.2954,2.24144;-0.63949;0.2133;-0.06557;0.6371;0.74373;0.19149,-0.4448;-0.29948;-1.98363;0.5;0.5;0.5;-0.5,-1.17665;-1.7824;-1.0919;0.83162;0.35648;0.38949;0.17211,-1.34163;-1.7824;-0.06237;0.91823;0.39585;-0.0123;-0.00064,0.49851;0.10069;-1.97978;0.5;0.5;0.5;-0.5,1.49352;-0.53648;-1.80878;0.38078;0.68659;0.59856;-0.15918,1.61716;0.70593;-1.54731;0.23355;0.66743;0.66742;-0.23354,-0.20142;1.15096;-2.22908;0.5;0.5;0.5;-0.5,-0.7802;-0.46236;-2.21783;0.64566;0.48174;0.32328;-0.49653,-0.73746;0.70864;-2.11694;-0.57598;-0.41018;-0.41017;0.57598,-0.0046;1.15367;-2.24171;0.5;0.5;0.5;-0.5
0.21935;-0.68199;-2.35006;0.47576;0.57777;0.48045;-0.45716,0.21935;-0.46299;-2.35006;0.47576;0.57777;0.48045;-0.45716,0.21633;-0.16691;-2.36216;0.47131;0.5693;0.49012;-0.46211,2.30127;-0.65708;-0.11699;0.07784;0.97002;0.22963;-0.0164,1.85205;-0.72799;0.27428;0.07201;0.96518;0.23545;0.0884,-0.36079;-0.24446;-1.67718;0.5;0.5;0.5;-0.5,-1.58021;-1.66858;-0.77548;0.86245;0.31312;0.31542;0.24219,-1.40708;-1.66858;0.20077;0.91828;0.37829;-0.00809;0.11658,0.44532;0.09405;-1.93701;0.5;0.5;0.5;-0.5,1.72275;-0.27707;-1.59728;0.32386;0.65579;0.66768;-0.1388,1.68362;0.7224;-1.48232;0.21651;0.67315;0.67315;-0.2165,-0.22289;1.16743;-2.23208;0.5;0.5;0.5;-0.5,-0.53602;-0.53403;-2.26183;0.65394;0.4954;0.36355;-0.44133,-0.60121;0.69564;-2.13609;-0.56175;-0.42946;-0.42946;0.56175,-0.01996;1.14067;-2.219;0.5;0.5;0.5;-0.5
-0.34394;-0.82304;-2.35386;0.56572;0.51594;0.42636;-0.48165,-0.34394;-0.603;-2.35386;0.56572;0.51594;0.42636;-0.48165,-0.34333;-0.30607;-2.36977;0.55867;0.51025;0.43325;-0.48972,2.46314;-0.23414;0.19876;-0.00928;0.99776;0.06541;0.01023,1.91411;-0.13443;0.67501;-0.04326;0.9883;0.06876;0.12906,-0.21193;-0.27149;-1.69161;0.5;0.5;0.5;-0.5,-2.42641;0.02834;-0.22094;0.99628;-0.02018;0.08346;0.00665,-1.9595;0.13391;0.28622;0.99791;-0.04613;-0.04475;0.00689,0.02366;-0.13696;-1.68469;0.5;0.5;0.5;-0.5,1.30653;-0.61538;-1.93346;0.41871;0.68238;0.57151;-0.18002,1.38406;0.70741;-1.74715;0.27886;0.6498;0.6498;-0.27886,-0.20051;1.15244;-2.2199;0.5;0.5;0.5;-0.5,-1.02314;-0.41918;-2.11064;-0.65857;-0.45055;-0.28942;0.5287,-0.97952;0.7163;-2.00773;-0.59947;-0.37501;-0.37501;0.59947,-0.00246;1.16133;-2.23393;0.5;0.5;0.5;-0.5
