skeleton_neck_1,skeleton_torso_1,skeleton_left_shoulder_1,skeleton_left_elbow_1,skeleton_left_hand_1,skeleton_right_shoulder_1,skeleton_right_elbow_1,skeleton_right_hand_1,skeleton_left_hip_1,skeleton_left_knee_1,skeleton_left_foot_1,skeleton_right_hip_1,skeleton_right_knee_1,skeleton_right_foot_1
-0.89856;-0.77151;-2.2051;-0.63041;-0.43629;-0.38374;0.51476,-0.89856;-0.5515;-2.2051;-0.63041;-0.43629;-0.38374;0.51476,-0.89457;-0.32389;-2.20577;-0.62852;-0.43833;-0.38214;0.51653,2.03945;-0.0996;-1.45727;-0.01624;0.93929;0.06217;-0.33707,1.85054;-0.21135;-1.04955;0.00544;0.97289;0.06528;-0.2218,-0.28112;0.26514;-1.79911;0.5;0.5;0.5;-0.5,-2.37989;-0.1956;-0.07975;0.9005;0.01873;0.02742;-0.43358,-1.93139;-0.07796;0.31859;0.89716;-0.05321;-0.05167;-0.43544,0.02748;-0.18259;-1.63628;0.5;0.5;0.5;-0.5,0.90142;-0.71209;-2.13473;0.4415;0.71659;0.46753;-0.27017,1.23571;0.68646;-1.85299;0.3101;0.63548;0.63548;-0.3101,-0.16617;1.13149;-2.22102;0.5;0.5;0.5;-0.5,-1.44637;-0.19683;-1.83407;-0.61086;-0.39899;-0.22677;0.64516,-1.32018;0.72037;-1.80686;-0.63229;-0.31656;-0.31656;0.63229,0.02561;1.1654;-2.23763;0.5;0.5;0.5;-0.5
-0.39101;-0.65914;-2.32942;-0.55936;-0.49058;-0.44273;0.50043,-0.39101;-0.43883;-2.32942;-0.55936;-0.49058;-0.44273;0.50043,-0.39429;-0.22592;-2.3253;0.56344;0.49056;0.4423;-0.49624,1.68526;0.20097;-1.74546;-0.05333;0.89703;0.11943;-0.42216,1.7307;0.21105;-1.27507;-0.06944;0.95055;0.12109;-0.27744,-0.22908;0.33241;-1.84483;0.5;0.5;0.5;-0.5,-1.75538;0.95491;-1.29473;0.85868;-0.12737;0.37704;-0.32293,-1.50774;0.97332;-1.05365;0.88681;-0.15997;0.3048;-0.30834,0.05096;0.35792;-1.80442;0.5;0.5;0.5;-0.5,1.28005;-0.39393;-1.96582;0.38893;0.68418;0.57469;-0.22441,1.41545;0.7147;-1.73016;0.27554;0.65121;0.65121;-0.27554,-0.18878;1.15973;-2.2274;0.5;0.5;0.5;-0.5,-1.03412;-0.13988;-2.0978;-0.62845;-0.42601;-0.31661;0.56862,-0.99323;0.72805;-2.01442;-0.60133;-0.37203;-0.37203;0.60133,0.01044;1.17308;-2.24595;0.5;0.5;0.5;-0.5
-0.79428;-0.64395;-2.22966;-0.59854;-0.43934;-0.39528;0.54082,-0.79428;-0.42252;-2.22966;-0.59854;-0.43934;-0.39528;0.54082,-0.79547;-0.15801;-2.23526;-0.59544;-0.43573;-0.39909;0.54435,-0.10116;-0.87417;-2.30063;-0.31272;-0.67619;-0.14144;0.65189,-0.66931;-0.67653;-2.34399;-0.4174;-0.63927;-0.2577;0.5922,-0.83704;0.39503;-2.48542;0.5;0.5;0.5;-0.5,-2.05059;0.60027;-0.99116;0.85779;-0.05486;0.28096;-0.4269,-1.88911;0.32316;-0.60246;0.88395;-0.03376;0.15157;-0.44105,0.16473;0.12856;-1.67808;0.5;0.5;0.5;-0.5,0.90214;-0.67527;-2.13214;0.48069;0.66159;0.52488;-0.23608,1.05007;0.69732;-1.95348;0.33551;0.62244;0.62244;-0.33551,-0.1967;1.14235;-2.20909;0.5;0.5;0.5;-0.5,-1.39078;-0.18184;-1.87315;-0.66602;-0.37267;-0.2561;0.59326,-1.34348;0.72512;-1.78639;-0.63299;-0.31517;-0.31517;0.63298,0.00455;1.17015;-2.2352;0.5;0.5;0.5;-0.5
-0.73826;-0.57935;-2.2511;-0.58609;-0.43997;-0.4074;0.54494,-0.73826;-0.35748;-2.2511;-0.58609;-0.43997;-0.4074;0.54494,-0.73587;-0.10674;-2.25487;-0.58162;-0.43977;-0.4079;0.5495,-0.20255;-0.77756;-2.31554;-0.33153;-0.65536;-0.17808;0.65489,-0.65584;-0.5414;-2.38454;-0.43894;-0.61748;-0.31216;0.57324,-0.86799;0.31575;-2.48483;0.5;0.5;0.5;-0.5,-1.00177;1.49316;-1.51444;0.75021;-0.22075;0.52423;-0.33709,-0.80356;1.51346;-1.38105;0.78744;-0.24977;0.46027;-0.32513,0.06183;0.53672;-2.02566;0.5;0.5;0.5;-0.5,0.93375;-0.70779;-2.10657;0.49042;0.64991;0.53952;-0.21455,1.01164;0.69664;-1.96489;0.33947;0.62029;0.62029;-0.33946,-0.2071;1.14167;-2.2003;0.5;0.5;0.5;-0.5,-0.15919;0.22708;-2.32777;-0.52359;-0.48532;-0.47392;0.51547,-0.50536;0.75314;-2.2577;-0.55272;-0.43672;-0.44059;0.55647,0.02911;1.18054;-2.32243;0.5;0.5;0.5;-0.5
-0.21842;-0.81067;-2.30709;-0.53727;-0.5392;-0.40835;0.50384,-0.21842;-0.58965;-2.30709;-0.53727;-0.5392;-0.40835;0.50384,-0.21701;-0.32744;-2.31487;-0.53318;-0.53708;-0.41138;0.50797,1.64905;-1.69777;0.4624;0.36438;0.91884;-0.15141;-0.00504,1.11092;-1.63959;0.8966;0.36204;0.9138;-0.07892;0.16631,-0.68146;-0.21204;-1.89067;0.5;0.5;0.5;-0.5,-1.41784;1.09913;-1.567;0.82213;-0.16048;0.46057;-0.29364,-1.13295;1.12521;-1.43615;0.84683;-0.18806;0.41247;-0.27817,0.09683;0.45927;-1.92537;0.5;0.5;0.5;-0.5,1.20714;-0.16648;-1.99701;0.43789;0.56429;0.66265;-0.22524,1.03975;0.71437;-1.98537;0.33589;0.62224;0.62224;-0.33588,-0.22018;1.1594;-2.23031;0.5;0.5;0.5;-0.5,-0.95638;-0.09777;-2.11085;0.70311;0.35493;0.36861;-0.49376,-1.11146;0.69953;-1.94395;-0.61042;-0.35571;-0.35616;0.61156,-0.00678;1.1415;-2.24082;0.5;0.5;0.5;-0.5
-0.14656;-0.58839;-2.36152;0.53796;0.49831;0.48278;-0.47876,-0.14656;-0.3684;-2.36152;0.53796;0.49831;0.48278;-0.47876,-0.14249;-0.09486;-2.36796;0.53057;0.49696;0.48456;-0.48654,0.17238;-1.63014;-1.76638;0.57568;0.6906;0.31758;-0.30135,0.49318;-1.60363;-1.73839;0.48887;0.74595;0.41525;-0.17927,-0.93447;-0.22816;-2.16509;0.5;0.5;0.5;-0.5,-1.08548;1.00482;-1.87781;0.78579;-0.11868;0.54011;-0.277,-0.73026;1.07329;-1.80753;0.80539;-0.17139;0.51248;-0.24358,0.15366;0.5386;-2.05993;0.5;0.5;0.5;-0.5,1.40712;-0.37936;-1.88788;0.38563;0.66212;0.61199;-0.19582,1.35196;0.70848;-1.79481;0.28809;0.64576;0.64576;-0.28809,-0.19289;1.15351;-2.23873;0.5;0.5;0.5;-0.5,-0.84396;-0.303;-2.19614;-0.65298;-0.44631;-0.33801;0.51006,-0.82234;0.71797;-2.09025;-0.58479;-0.39752;-0.39752;0.58479,0.00437;1.163;-2.24619;0.5;0.5;0.5;-0.5
0.21873;-0.54547;-2.33309;0.49051;0.53699;0.52206;-0.44552,0.21873;-0.32958;-2.33309;0.49051;0.53699;0.52206;-0.44552,0.22686;0.01288;-2.34532;0.47242;0.53243;0.52724;-0.46406,0.70428;1.61752;-1.56204;-0.14812;-0.32563;-0.76402;0.53693,1.59239;1.61752;-0.20577;-0.31227;0.57305;0.71285;-0.25678,-0.53263;0.10095;-1.98711;0.5;0.5;0.5;-0.5,-1.36821;0.68859;-1.8315;0.8372;-0.07228;0.48792;-0.23624,-1.14102;0.80688;-1.65063;0.87307;-0.14701;0.4244;-0.1898,0.11367;0.48267;-1.93322;0.5;0.5;0.5;-0.5,1.64838;-0.16781;-1.68199;0.31906;0.66532;0.65067;-0.17937,1.56622;0.72969;-1.62721;0.24859;0.66197;0.66197;-0.24859,-0.19402;1.17472;-2.25016;0.5;0.5;0.5;-0.5,-0.28217;-0.08345;-2.36338;0.57324;0.49761;0.4284;-0.49016,-0.32979;0.73134;-2.27277;-0.53798;-0.45953;-0.45857;0.5377,0.03205;1.1793;-2.29485;0.5;0.5;0.5;-0.5
0.51569;-0.9892;-2.21646;0.49566;0.61684;0.47866;-0.38041,0.51569;-0.77042;-2.21646;0.49566;0.61684;0.47866;-0.38041,0.51428;-0.43582;-2.25;0.48726;0.60502;0.49329;-0.3914,1.43689;-1.68386;0.85489;0.25351;0.85728;0.32413;0.30944,0.55889;-1.91501;0.8845;0.36643;0.80949;0.27921;0.36401,-0.37915;-0.68942;-1.96992;0.5;0.5;0.5;-0.5,-1.54919;0.6694;-1.766;0.86909;-0.1082;0.44861;-0.17809,-1.07507;0.71291;-1.75038;0.87054;-0.12952;0.44539;-0.16433,0.10851;0.50159;-1.95295;0.5;0.5;0.5;-0.5,1.74241;0.03428;-1.49438;0.31434;0.55067;0.75728;-0.15645,1.54806;0.70006;-1.62163;0.24074;0.66486;0.66486;-0.24074,-0.25455;1.14509;-2.22742;0.5;0.5;0.5;-0.5,-0.03426;-0.02666;-2.34268;0.58697;0.46886;0.48945;-0.44279,-0.15781;0.72152;-2.26584;-0.52108;-0.47835;-0.47813;0.52062,0.03535;1.16808;-2.27027;0.5;0.5;0.5;-0.5
0.35891;-0.52734;-2.34933;0.47255;0.5532;0.52198;-0.4452,0.35891;-0.3087;-2.34933;0.47255;0.5532;0.52198;-0.4452,0.36319;-0.09971;-2.34561;0.47141;0.55937;0.51577;-0.44593,1.31706;-1.11859;-1.63267;0.41189;0.67312;0.60298;-0.11692,1.0898;-1.00417;-1.62727;0.37231;0.695;0.59699;-0.14818,-0.65717;-0.36832;-1.91243;0.5;0.5;0.5;-0.5,-1.55853;1.17506;-1.44187;0.82122;-0.16196;0.42332;-0.34666,-1.30532;1.22215;-1.21887;0.85549;-0.21257;0.35123;-0.31559,0.10598;0.45873;-1.91025;0.5;0.5;0.5;-0.5,1.68249;-0.18218;-1.64957;0.35049;0.59875;0.70427;-0.15054,1.51783;0.73206;-1.6706;0.25413;0.65986;0.65986;-0.25413,-0.22091;1.17709;-2.24631;0.5;0.5;0.5;-0.5,-0.30749;-0.35439;-2.34945;0.64792;0.47278;0.42641;-0.41815,-0.26135;0.74031;-2.23827;-0.52664;-0.46873;-0.47057;0.53057,0.00681;1.17262;-2.26011;0.5;0.5;0.5;-0.5
-0.24179;-0.60613;-2.3131;-0.50607;-0.52626;-0.42692;0.53356,-0.24179;-0.38869;-2.3131;-0.50607;-0.52626;-0.42692;0.53356,-0.24524;-0.0523;-2.32795;-0.49686;-0.5141;-0.44117;0.5424,0.96908;-1.57186;-1.5023;0.41477;0.83103;0.207;-0.30743,0.81144;-1.54632;-1.41036;0.39544;0.85086;0.25712;-0.2314,-0.85151;0.02529;-1.96667;0.5;0.5;0.5;-0.5,-0.08509;1.03233;-2.10562;-0.38799;-0.30179;-0.61454;0.61704,0.29547;1.06139;-2.09997;-0.37057;-0.32152;-0.59137;0.63999,0.87625;-0.1645;-2.2737;0.5;0.5;0.5;-0.5,1.16738;-0.3037;-2.02987;0.44167;0.60072;0.62774;-0.22361,1.05237;0.71225;-1.97324;0.33475;0.62285;0.62285;-0.33475,-0.21111;1.15728;-2.22634;0.5;0.5;0.5;-0.5,-0.966;-0.3228;-2.10553;0.70609;0.39452;0.33982;-0.47991,-0.9324;0.68405;-2.01214;-0.59395;-0.3837;-0.3837;0.59395,-0.0228;1.12908;-2.21756;0.5;0.5;0.5;-0.5
-0.37384;-0.6363;-2.29622;-0.53861;-0.50113;-0.43608;0.51827,-0.37384;-0.42172;-2.29622;-0.53861;-0.50113;-0.43608;0.51827,-0.37827;-0.02322;-2.31998;-0.52335;-0.48197;-0.45678;0.534,-0.86469;-0.66425;-2.13344;-0.58322;-0.49066;-0.35587;0.54079,2.08215;-0.66425;-1.26131;0.17471;0.72844;0.66051;-0.0508,-0.67228;-0.22222;-2.1439;0.5;0.5;0.5;-0.5,0.40558;-2.02949;-1.10001;0.62334;0.72555;0.22233;-0.18868,0.87279;-1.99228;-1.16134;0.61458;0.73252;0.1918;-0.22118,0.87075;-0.24871;-2.45689;0.5;0.5;0.5;-0.5,1.10671;-0.39047;-2.06971;0.41544;0.66697;0.56417;-0.25352,1.13313;0.70034;-1.93372;0.32517;0.6279;0.6279;-0.32517,-0.19042;1.14537;-2.23316;0.5;0.5;0.5;-0.5,-1.02549;-0.15094;-2.10355;-0.63989;-0.41633;-0.32666;0.55722,-0.95919;0.70266;-2.03963;-0.59683;-0.37921;-0.3792;0.59683,-0.00186;1.14769;-2.25391;0.5;0.5;0.5;-0.5
-0.08489;-0.56736;-2.34181;0.51304;0.51697;0.48574;-0.48331,-0.08489;-0.35142;-2.34181;0.51304;0.51697;0.48574;-0.48331,-0.08735;0.03567;-2.35984;0.49916;0.49839;0.50466;-0.49776,-0.33929;-2.34439;-0.2423;0.71142;0.68969;0.01569;-0.13403,0.61102;-2.34439;-0.20709;0.23317;0.36594;0.67231;0.59977,-0.3041;-0.42087;-2.31181;0.5;0.5;0.5;-0.5,0.65355;-2.05101;-0.98953;0.59546;0.74445;0.28131;-0.10996,1.08176;-1.99123;-1.07668;0.58573;0.75422;0.25879;-0.14528,0.77973;-0.10869;-2.56152;0.5;0.5;0.5;-0.5,1.40685;-0.31778;-1.89675;0.35088;0.70049;0.5796;-0.22419,1.48361;0.70266;-1.70384;0.26814;0.6543;0.6543;-0.26813,-0.1727;1.14769;-2.25264;0.5;0.5;0.5;-0.5,-0.82021;-0.32569;-2.20493;-0.61315;-0.47979;-0.3199;0.53992,-0.62136;0.70417;-2.16133;-0.56704;-0.42245;-0.42245;0.56704,0.02309;1.1492;-2.24875;0.5;0.5;0.5;-0.5
-0.22197;-0.62807;-2.31701;-0.52236;-0.51973;-0.44165;0.51182,-0.22197;-0.40921;-2.31701;-0.52236;-0.51973;-0.44165;0.51182,-0.22638;-0.09359;-2.32989;-0.51641;-0.50876;-0.45376;0.51824,0.31657;-1.96498;-1.3132;0.50672;0.76376;0.03327;-0.39849,1.0223;-1.96498;0.82499;0.19476;0.69572;0.46898;0.50803,-0.39253;-0.3124;-2.18439;0.5;0.5;0.5;-0.5,-0.92999;-1.14308;-1.83479;0.7789;0.40371;0.3688;-0.30711,-1.3865;-1.14308;1.34341;-0.72563;0.04638;0.46493;0.50512,0.21236;-0.28107;-2.04244;0.5;0.5;0.5;-0.5,1.07583;-0.42439;-2.05448;0.44885;0.63583;0.58316;-0.23277,1.03167;0.7158;-1.95014;0.33819;0.62099;0.62099;-0.33819,-0.19131;1.16083;-2.19791;0.5;0.5;0.5;-0.5,-1.14398;-0.32463;-2.01187;-0.68687;-0.40224;-0.28748;0.5327,-1.12213;0.70907;-1.9009;-0.61482;-0.34928;-0.34927;0.61482,0.00945;1.1541;-2.20738;0.5;0.5;0.5;-0.5
-0.236;-1.128;-2.2001;0.6051;0.53517;0.39657;-0.4361,-0.236;-0.8901;-2.2001;0.6051;0.53517;0.39657;-0.4361,-0.26095;0.0066;-2.36005;-0.54875;-0.4599;-0.4781;0.5087,0.69572;-2.29853;-0.18181;0.57223;0.81553;0.07838;-0.03622,-0.19954;-2.29853;0.44051;0.13948;0.33615;0.56048;0.74392,-0.11165;-0.41649;-2.36167;0.5;0.5;0.5;-0.5,-2.05728;0.83301;0.83879;-0.75821;0.30786;0.03206;0.57386,-0.37996;0.83301;1.86224;0.66653;-0.5292;-0.36282;-0.37954,-0.30822;-0.09034;-2.01515;0.5;0.5;0.5;-0.5,1.34902;-0.53817;-1.91106;0.40438;0.69961;0.54933;-0.21274,1.33632;0.71159;-1.78482;0.30699;0.63699;0.63699;-0.30699,-0.0667;1.15662;-2.22865;0.5;0.5;0.5;-0.5,-0.45537;-0.13446;-2.32911;-0.58651;-0.48982;-0.37978;0.52139,-0.32832;0.74361;-2.25371;-0.5472;-0.44786;-0.44786;0.54719,0.1237;1.18864;-2.27413;0.5;0.5;0.5;-0.5
