head_nod,head_pan,left_e0,left_e1,left_s0,left_s1,left_w0,left_w1,left_w2,right_e0,right_e1,right_s0,right_s1,right_w0,right_w1,right_w2,torso_t0
0.0,-0.06903,-2.81102,-0.04985,-0.22856,1.04656,-3.04687,-0.16989,-0.51657,1.0945,1.61221,-0.81186,-0.05062,-3.04687,0.04602,-0.04985,-12.56599
0.0,-0.06865,-2.8114,-0.05024,-0.22933,1.04694,-3.04764,-0.16989,-0.51542,0.65079,1.14243,-0.02531,-0.04717,-2.88197,0.23432,0.13192,-12.56599
0.0,-0.06865,-2.81102,-0.04985,-0.2301,1.04694,-3.04764,-0.17104,-0.51618,1.55047,0.11658,0.60285,0.04525,-2.80718,0.16605,-0.1254,-12.56599
0.0,-0.06865,-2.81102,-0.04947,-0.22971,1.04694,-3.04534,-0.17027,-0.5158,1.55047,0.27842,0.74168,-0.5971,-2.74851,0.29567,-0.17027,-12.56599
0.0,-0.06865,-2.81102,-0.04985,-0.22933,1.04694,-3.0484,-0.17027,-0.51618,1.44117,1.22757,0.74858,-0.69911,-2.70671,0.20709,-0.20555,-12.56599
0.0,-0.06865,-2.81179,-0.05024,-0.22971,1.04733,-3.04725,-0.17066,-0.51618,1.74605,1.52938,-0.06174,-0.46173,-3.04725,0.04525,-0.40881,-12.56599
0.0,-0.06865,-2.82789,1.80319,0.02263,0.66153,-3.0392,-0.13576,-0.35742,2.28525,1.18999,-0.11275,-1.0945,-2.84668,-0.6412,-0.42491,-12.56599
0.0,-0.06903,-2.87238,0.40996,0.00959,-0.53651,-3.03882,-0.36394,-0.57793,2.28601,1.18922,-0.11236,-1.09411,-2.84668,-0.64197,-0.42453,-12.56599
0.0,-0.06826,-3.04802,0.41456,-0.7505,-0.18101,-3.0507,-0.11121,-0.20402,2.28717,1.19229,-0.11275,-1.09411,-2.84707,-0.64159,-0.42453,-12.56599
0.0,-0.06865,-3.04802,0.41379,-0.7505,-0.18139,-3.05147,-0.11083,-0.20402,2.31056,1.34722,-0.30296,-0.3068,-3.04764,0.09166,-0.20977,-12.56599
0.0,-0.06826,-3.04764,0.41456,-0.75012,-0.18063,-3.05109,-0.1116,-0.20517,1.70732,0.96411,0.06941,0.03451,-3.04764,-0.16375,-0.48742,-12.56599
0.0,-0.06865,-3.04802,0.41456,-0.75012,-0.18139,-3.04994,-0.1116,-0.20402,1.84423,-0.0372,0.71982,0.0046,-3.04649,0.19098,-0.43297,-12.56599
0.0,-0.06826,-3.0484,0.41417,-0.74973,-0.18101,-3.05032,-0.11083,-0.20402,1.84423,-0.03912,0.71944,-0.00038,-3.04687,0.19021,-0.43182,-12.56599
0.0,-0.06826,-3.04802,0.41494,-0.7505,-0.18178,-3.05032,-0.11121,-0.20325,1.6682,0.0,0.51427,0.43527,-3.04725,0.00575,-0.43834,-12.56599
0.0,-0.06865,-3.04764,0.41456,-0.75012,-0.18139,-3.0507,-0.11121,-0.2044,1.56965,0.2765,0.27151,1.05806,-2.93949,0.03298,-0.35933,-12.56599
0.0,-0.06903,-3.0484,0.41187,-0.73056,0.43412,-3.0507,-0.27765,-0.35243,1.57003,0.2765,0.27151,1.05806,-2.93949,0.03221,-0.3601,-12.56599
0.0,-0.06826,-3.0484,0.15915,-0.68377,0.93956,-3.05032,-0.05292,-0.04103,1.5708,0.2765,0.2719,1.05806,-2.93911,0.03298,-0.35972,-12.56599
0.0,-0.06865,-3.04725,-0.04755,-0.65271,1.04694,-3.04917,-0.22358,-0.05369,1.8983,0.38695,0.24199,1.05845,-2.92607,0.2278,-0.27842,-12.56599
0.0,-0.06826,-3.04649,-0.04909,-0.65309,1.04771,-3.04917,-0.22358,-0.05407,1.63292,2.44248,-0.63507,0.02569,-2.70633,0.16797,-0.51734,-12.56599
0.0,-0.06826,-3.0461,-0.04832,-0.65386,1.04733,-3.04879,-0.22434,-0.05407,1.46188,1.32152,-0.47477,-0.01841,-2.71246,-0.10278,-0.56182,-12.56599
0.0,-0.06865,-3.04572,-0.0487,-0.65386,1.04694,-3.04879,-0.22358,-0.05369,2.02677,1.71384,-0.3532,0.01227,-2.34277,0.12847,-0.35051,-12.56599
0.0,-0.06826,-3.02961,0.1162,0.1929,0.33287,-3.04955,-0.21667,-0.34553,2.02562,1.71384,-0.35243,0.01074,-2.34277,0.12809,-0.35167,-12.56599
0.0,-0.06941,-3.02846,0.11697,0.19328,0.33211,-3.04994,-0.21667,-0.34476,2.57479,1.5359,-0.25196,-0.06251,-2.32973,-0.08092,-0.43182,-12.56599
0.0,-0.06865,-3.02808,1.08644,0.27228,-0.04142,-3.01849,-0.2462,-0.3624,2.57517,1.53628,-0.25119,-0.06519,-2.32935,-0.0813,-0.43258,-12.56599
0.0,-0.06865,-3.02616,1.08606,0.2719,-0.04103,-3.01657,-0.2462,-0.36202,2.5744,0.65501,-0.28992,-0.13384,-2.33318,-0.10508,-0.51618,-12.56599
0.0,-0.06865,-3.02654,1.08606,0.27267,-0.04218,-3.01657,-0.2462,-0.36317,2.42714,1.88871,-0.59173,-0.30641,-2.65302,-0.29414,-0.60285,-12.56599
0.0,-0.06903,-3.03345,0.48167,0.36355,-0.29031,-3.05032,-0.01726,-0.34936,2.42791,1.88641,-0.58982,-0.30871,-2.6511,-0.28839,-0.60094,-12.56599
0.0,-0.06826,-3.03,0.48244,0.36432,-0.28685,-3.04955,-0.01802,-0.34898,2.52877,0.48129,-0.25886,-1.03045,-2.70824,0.06174,-0.65463,-12.56599
0.0,-0.06826,-2.9928,0.34246,-0.19827,0.36624,-3.05032,0.20862,-0.55185,1.76293,-0.04717,0.69374,0.10009,-2.47815,0.14113,-0.71522,-12.56599
0.0,-0.06865,-2.99318,0.34016,-0.1975,0.367,-3.04994,0.20862,-0.55147,1.59687,0.10623,0.32329,0.7156,-2.48505,-0.01112,-0.78348,-12.56599
0.0,-0.06826,-2.99586,0.24774,-0.10891,0.83065,-3.04994,0.05752,-0.83717,1.05576,0.27765,0.34246,1.05921,-2.46894,-0.01879,-0.75395,-12.56599
0.0,-0.06865,-0.72902,-0.051,-0.03988,1.04733,-2.87545,-0.10009,-3.00699,0.30258,0.24774,-0.65884,1.00322,-2.7186,-0.16068,-0.72787,-12.56599
0.0,-0.06826,-0.48857,0.19673,-1.06727,0.81186,-2.82751,-0.14151,-2.98628,0.30334,0.2462,-0.65884,1.00399,-2.71821,-0.15915,-0.73133,-12.56599
0.0,-0.06865,-0.41801,-0.04909,-0.29606,-1.28663,-3.0507,-0.18753,-3.00277,0.32482,-0.0487,0.18753,-1.35067,-2.86241,-0.11812,-0.45636,-12.56599
0.0,-0.06903,-0.11543,0.48627,0.62778,0.91579,-3.05109,-0.31332,-0.09089,0.43718,0.22358,-0.78923,1.00974,-3.0369,-0.08283,-2.52033,-12.56599
0.0,-0.06865,-0.11505,0.48627,0.62817,0.91579,-3.0507,-0.31217,-0.09012,0.22204,-0.05024,-0.80496,0.59749,-3.0461,-0.74436,-2.41794,-12.56599
0.0,-0.0698,-0.49778,0.9039,0.30143,0.5227,-3.05032,-0.25157,-0.21131,0.22204,-0.05024,-0.80572,0.59442,-3.04534,-0.74436,-2.41832,-12.56599
0.0,-0.06941,-0.80611,0.87514,0.07555,0.08667,-3.0484,-0.53804,-0.21821,0.22319,-0.05062,-0.80496,0.59442,-3.04649,-0.74475,-2.41755,-12.56599
0.0,-0.06903,-0.80611,0.87437,0.07555,0.08935,-3.04917,-0.53843,-0.21629,0.2696,-0.04832,-0.21974,0.52079,-3.0461,-1.04004,-2.20318,-12.56599
0.0,-0.06941,-0.80649,0.87437,0.07517,0.08935,-3.04917,-0.53728,-0.21744,0.28494,-0.05024,0.48014,0.22741,-3.04649,-1.10293,-2.04096,-12.56599
0.0,-0.06903,-0.80687,0.87514,0.07517,0.08859,-3.04955,-0.53804,-0.21706,0.34515,0.14189,0.97715,0.61474,-2.96327,-0.6366,-2.38956,-12.56599
0.0,-0.0698,-0.80726,0.87437,0.07517,0.0882,-3.04917,-0.53766,-0.21744,0.28647,-0.05024,0.18178,0.37314,-2.9579,-0.89278,-2.34507,-12.56599
0.0,-0.0698,-0.80649,0.87437,0.07593,0.08897,-3.04994,-0.53843,-0.21667,0.20939,0.22703,-0.40497,0.58905,-3.04572,-0.90582,-2.32091,-12.56599
0.0,-0.0698,-0.88357,0.91234,0.59787,0.69106,-2.87583,-0.13652,0.06673,0.2067,0.22703,-0.40497,0.58675,-3.0461,-0.90658,-2.319,-12.56599
0.0,-0.0698,-0.88166,0.91272,0.59749,0.68799,-2.87506,-0.13346,0.0675,0.33901,0.18868,0.17871,0.80457,-3.0043,-1.01319,-2.48773,-12.56599
0.0,-0.06941,-1.07532,0.58905,0.57601,-0.0092,-2.98935,-0.50851,0.03183,0.34016,0.18791,0.17986,0.80266,-3.00162,-1.01396,-2.48735,-12.56599
0.0,-0.06903,-1.80013,0.64466,0.62663,-0.32904,-3.04955,-0.64657,0.04142,0.33863,0.1883,0.17909,0.80304,-3.002,-1.01281,-2.48658,-12.56599
0.0,-0.06941,-1.79706,0.64504,0.62663,-0.33249,-3.05032,-0.64772,0.04257,1.10447,1.64289,-0.27573,-0.12157,-3.04572,-0.79115,-2.70326,-12.56599
0.0,-0.06903,-1.79667,0.64466,0.62701,-0.33287,-3.04994,-0.64696,0.04142,1.75104,1.88641,-0.60976,0.00537,-3.03076,-0.37813,-2.61582,-12.56599
0.0,-0.06903,-2.31286,0.91732,0.98175,-0.76009,-3.0507,-0.67073,-0.316,1.7472,1.88526,-0.61014,0.00345,-3.02923,-0.37813,-2.6162,-12.56599
0.0,-0.06903,-2.30749,0.91655,0.98136,-0.76277,-3.0507,-0.66958,-0.31332,2.11689,1.48183,-0.88971,-0.14841,-3.0461,-0.57064,-1.71959,-12.56599
0.0,-0.06903,-2.34622,1.10523,0.17833,-0.63353,-2.91418,-0.81071,-0.33096,2.11881,1.48067,-0.88856,-0.1511,-3.04572,-0.56604,-1.71959,-12.56599
0.0,-0.0698,-2.34584,1.10523,0.17871,-0.63507,-2.91456,-0.80956,-0.33019,1.975,1.88948,-0.33134,-0.03068,-3.0461,-0.24083,-1.77635,-12.56599
0.0,-0.06941,-2.34546,1.10485,0.17871,-0.63622,-2.91418,-0.80956,-0.33172,1.55929,1.6916,0.49202,0.24544,-3.04572,-0.0882,-2.00836,-12.56599
0.0,-0.06941,-2.34546,1.10523,0.17833,-0.63468,-2.9138,-0.81033,-0.33096,1.20763,1.89677,-0.48167,0.37199,-3.04572,-0.10546,-2.57785,-12.56599
0.0,-0.0698,-2.16675,1.22182,0.34975,0.43488,-2.39531,-1.13745,-0.39807,1.20878,1.89753,-0.48052,0.36624,-3.0461,-0.10623,-2.57824,-12.56599
0.0,-0.06941,-1.91786,1.30388,0.32099,0.97561,-2.03061,-0.29874,-0.18063,1.20801,1.8983,-0.4809,0.36739,-3.04572,-0.10546,-2.57709,-12.56599
0.0,-0.07018,-1.91671,1.3058,0.31983,0.97216,-2.03137,-0.29721,-0.17909,0.89815,1.72189,-1.36754,0.43949,-3.04572,-0.64887,-3.05914,-12.56599
0.0,-0.0698,-2.11651,1.2337,-0.86977,0.62817,-2.14182,-0.80994,-0.51465,0.8993,1.72036,-1.36524,0.43872,-3.04572,-0.64772,-3.05952,-12.56599
0.0,-0.06941,-2.22351,1.38403,-0.13346,0.21744,-2.24767,-1.24483,-0.82183,0.8993,1.72074,-1.36563,0.43795,-3.0461,-0.64734,-3.05837,-12.56599
0.0,-0.0698,-2.44632,1.63522,0.51465,0.20709,-3.04802,-1.06343,-0.72864,0.8993,1.71998,-1.36524,0.43834,-3.0461,-0.64734,-3.05837,-12.56599
0.0,-0.06941,-2.44593,1.63561,0.51542,0.20479,-3.04764,-1.06382,-0.72672,1.28164,2.03674,-1.59764,0.04717,-3.0461,-0.48397,-3.05991,-12.56599
0.0,-0.06903,-2.4444,1.63637,0.51465,0.2044,-3.0484,-1.06343,-0.72711,1.87529,1.8147,-0.29798,0.01649,-3.04687,-0.40152,-2.92645,-12.56599
0.0,-0.06865,-2.44325,1.02892,-0.37352,0.54878,-2.61199,-1.57041,-0.17066,1.87452,1.81393,-0.29759,0.01649,-3.04649,-0.3996,-2.92607,-12.56599
0.0,-0.06941,-2.44056,1.02968,-0.37352,0.54686,-2.61314,-1.57003,-0.17027,1.10868,2.09542,-0.72404,0.43642,-3.04687,-0.28417,-3.05799,-12.56599
0.0,-0.06941,-2.43941,1.02968,-0.37352,0.54686,-2.61429,-1.57118,-0.17142,0.76124,1.29468,-1.60608,0.76239,-3.04534,-0.05062,-3.05914,-12.56599
0.0,-0.06941,-2.19283,0.71944,0.69298,1.04656,-2.77842,-1.55392,-0.44639,0.76239,1.29545,-1.60569,0.76085,-3.04534,-0.05177,-3.05952,-12.56599
0.0,-0.06941,-1.66782,1.60224,0.51197,1.02547,-2.15448,-1.12901,-2.09964,0.76239,1.29506,-1.60493,0.76124,-3.04534,-0.051,-3.05952,-12.56599
0.0,-0.06941,-2.0889,1.76638,0.92231,0.25656,-1.97692,-0.87935,-3.05837,0.762,1.2943,-1.60493,0.76047,-3.0461,-0.05177,-3.05914,-12.56599
0.0,-0.0698,-2.22312,1.3825,-0.01611,0.24544,-2.0981,-1.28509,-3.06029,0.76316,1.29506,-1.60646,0.76124,-3.04572,-0.05139,-3.05837,-12.56599
0.0,-0.06903,-2.22044,1.38327,-0.01534,0.24352,-2.09772,-1.28317,-3.05876,1.37636,2.20663,-1.00859,0.42875,-3.0461,0.17602,-3.05876,-12.56599
0.0,-0.06865,-2.2212,1.38135,-0.01572,0.24352,-2.0981,-1.28241,-3.05876,1.43619,1.38864,-0.5553,-0.17717,-3.04649,-0.9503,-3.02002,-12.56599
0.0,-0.06903,-1.59304,1.6544,0.32942,0.75817,-2.52762,-0.47592,-3.06106,1.43542,1.38902,-0.55684,-0.17756,-3.0461,-0.94608,-3.02002,-12.56599
0.0,-0.06941,-1.59534,1.65248,0.33019,0.75587,-2.52915,-0.47477,-3.05876,2.93374,1.82544,-0.95912,0.65156,-2.62272,-0.74782,-1.97884,-12.56599
0.0,-0.06941,-1.9424,1.40589,0.70333,0.10124,-2.66568,-1.28969,-3.06068,2.9322,1.82275,-0.95874,0.65117,-2.62311,-0.74667,-1.97807,-12.56599
0.0,-0.0698,-3.04802,1.26822,0.80496,0.19942,-3.05109,-0.73861,-1.93358,2.93259,1.82505,-0.95912,0.65002,-2.62272,-0.74667,-1.97884,-12.56599
0.0,-0.0698,-3.04802,1.2709,0.80572,0.20133,-3.0507,-0.73976,-1.9355,3.05454,0.53152,-1.106,-0.76622,-2.63576,-0.44179,-2.21008,-12.56599
0.0,-0.06941,-2.86816,0.11428,0.91118,1.04733,-2.89079,0.06519,-1.83234,3.05454,0.53076,-1.10485,-0.76392,-2.63615,-0.43987,-2.21008,-12.56599
0.0,-0.06941,-2.86586,0.11428,0.91157,1.04733,-2.8881,0.06634,-1.83349,2.0517,2.08276,-1.39516,0.01534,-2.98973,-0.4694,-2.20126,-12.56599
0.0,-0.06903,-2.86586,0.11543,0.91118,1.04656,-2.88887,0.06596,-1.83387,1.43312,1.32843,-0.83909,0.58023,-3.04572,-0.6995,-2.82137,-12.56599
0.0,-0.06903,-2.86586,0.11505,0.91157,1.04733,-2.89002,0.06596,-1.83349,0.83947,1.28509,-1.69467,0.73094,-3.04534,-0.95222,-3.03958,-12.56599
0.0,-0.0698,-1.64558,1.61758,1.52631,0.86171,-3.0507,-0.93228,-3.05876,0.8387,1.28509,-1.69313,0.73171,-3.0461,-0.9526,-3.04035,-12.56599
0.0,-0.06903,-1.4638,0.2044,1.13323,1.04157,-3.0507,-0.07171,-3.06068,0.8387,1.28509,-1.69313,0.73133,-3.04534,-0.95222,-3.04112,-12.56599
0.0,-0.06941,-1.46265,0.20517,1.13476,1.04771,-3.05109,-0.0675,-3.05914,1.24444,1.84269,0.14956,0.98635,-3.04572,-0.1952,-2.63116,-12.56599
0.0,-0.06941,-1.4615,0.20594,1.13284,1.04694,-3.05032,-0.07095,-3.05876,1.2571,1.71844,-1.04464,1.02738,-3.04534,-0.89469,-3.0043,-12.56599
0.0,-0.06903,-1.5102,1.738,0.9898,0.97216,-3.04994,-1.04426,-3.05991,1.25595,1.71652,-1.04464,1.02777,-3.0461,-0.89508,-3.00584,-12.56599
0.0,-0.06903,-1.51059,1.73838,0.99018,0.97216,-3.04994,-1.04502,-3.05952,1.28778,1.8983,-1.1781,0.24467,-3.0461,-1.00054,-3.00277,-12.56599
0.0,-0.06903,-1.5102,1.738,0.9898,0.97216,-3.04994,-1.04502,-3.05914,1.50292,1.69006,-1.09795,-0.22856,-3.0461,-0.88933,-3.01887,-12.56599
0.0,-0.06941,-1.81278,1.48298,-0.80189,0.40152,-2.61275,-0.35358,-3.05991,1.50522,1.69275,-1.0968,-0.22895,-3.0461,-0.89048,-3.02002,-12.56599
0.0,-0.06903,-1.95314,1.10984,-0.18101,0.29798,-2.66491,-1.38403,-3.05914,1.50522,1.69006,-1.09641,-0.22895,-3.04687,-0.88971,-3.02002,-12.56599
0.0,-0.06941,-2.1633,1.56159,0.76967,0.54955,-3.04994,-1.11789,-3.05914,1.5056,1.69083,-1.09718,-0.22895,-3.0461,-0.88971,-3.02041,-12.56599
0.0,-0.06865,-2.16138,1.56083,0.77006,0.54878,-3.05032,-1.11866,-3.05837,0.8387,1.57962,-1.36141,0.73248,-3.0461,-0.91118,-3.0323,-12.56599
0.0,-0.06941,-2.06244,0.99862,0.69183,0.90351,-2.99088,-0.18369,-3.05952,0.83794,1.57962,-1.36064,0.73056,-3.04572,-0.90965,-3.03345,-12.56599
0.0,-0.06865,-2.06244,0.99824,0.69183,0.9039,-2.99088,-0.18331,-3.05876,1.20226,1.44194,0.26691,1.05615,-3.0346,-0.50851,-3.02539,-12.56599
0.0,-0.06941,-1.77673,1.91211,0.20325,0.80189,-2.97746,-0.79805,-3.05991,1.20264,1.43964,0.26615,1.05538,-3.03383,-0.50928,-3.02501,-12.56599
0.0,-0.06903,-1.77635,1.91211,0.20479,0.80381,-2.97784,-0.79844,-3.05837,1.501,2.20356,-0.54686,1.02547,-3.0461,-0.20747,-3.0461,-12.56599
0.0,-0.06865,-1.77788,1.91402,0.20517,0.80381,-2.97861,-0.79805,-3.05914,1.42699,2.1725,-1.50138,0.99517,-3.04572,-0.21131,-2.99548,-12.56599
0.0,-0.06941,-1.88641,1.01166,0.95529,0.74245,-3.04725,-1.5056,-3.05876,1.42622,2.17327,-1.50177,0.99364,-3.04649,-0.21131,-2.99586,-12.56599
0.0,-0.06903,-1.88795,1.01204,0.95605,0.74321,-3.04764,-1.50484,-3.05876,1.23447,1.45613,-0.73133,1.05806,-3.0461,-0.58368,-2.99471,-12.56599
0.0,-0.06903,-1.67664,1.35757,0.58521,1.04733,-2.94601,-1.3522,-3.05952,1.23447,1.45843,-0.73056,1.05806,-3.04534,-0.5833,-2.99471,-12.56599
0.0,-0.0698,-1.67702,1.35757,0.58483,1.04694,-2.94678,-1.3522,-3.05876,1.32689,1.91978,-0.81378,-0.64197,-2.80834,-0.89623,-2.98858,-12.56599
0.0,-0.06865,-2.53529,0.90658,0.98251,-0.2324,-3.0507,-0.48014,-3.05952,1.32651,1.91939,-0.81378,-0.64159,-2.80718,-0.897,-2.98858,-12.56599
0.0,-0.07018,-2.18017,1.79783,0.52385,0.50698,-2.95138,-0.6807,-3.05991,1.32536,1.91978,-0.81378,-0.64159,-2.80795,-0.897,-2.98896,-12.56599
0.0,-0.06903,-2.18055,1.79821,0.52462,0.50315,-2.95138,-0.67994,-3.05876,0.87322,1.90674,-1.16659,0.50161,-3.0461,-0.47132,-2.98704,-12.56599
0.0,-0.06903,-1.86187,1.33456,0.40037,1.04809,-2.79453,-1.36448,-3.06106,0.87284,1.90635,-1.16659,0.49969,-3.04534,-0.47323,-2.98704,-12.56599
0.0,-0.06903,-1.85957,1.33495,0.4019,1.04694,-2.7953,-1.36409,-3.05914,0.78617,1.65593,-1.69467,0.74782,-3.0461,-0.93765,-2.96595,-12.56599
0.0,-0.06903,-1.83042,1.41817,1.44194,1.05116,-3.03498,-1.50982,-3.05991,0.78348,1.65517,-1.69467,0.74705,-3.04572,-0.93995,-2.96595,-12.56599
0.0,-0.06903,-1.8262,1.41855,1.44194,1.04694,-3.03536,-1.5102,-3.05876,2.81754,2.09427,-0.99709,0.71522,-2.24383,-0.56796,-1.68393,-12.56599
0.0,-0.06941,-2.84477,0.38388,0.36624,-1.12824,-3.03958,-0.05522,-3.05914,2.81831,2.09734,-0.99517,0.7156,-2.24383,-0.56796,-1.68316,-12.56599
0.0,-0.06903,-1.0316,0.54955,0.91042,1.04656,3.05952,-0.74628,1.94509,1.00744,0.68262,-1.32881,1.0596,-0.17641,0.367,-0.01342,-12.56599
0.0,-0.06865,-1.03199,0.54993,0.91042,1.04771,3.05952,-0.74551,1.94509,1.08798,1.41126,-1.45421,0.98942,-0.17066,0.03451,-0.00307,-12.56599
0.0,-0.06903,-1.0316,0.54955,0.9108,1.04733,3.05876,-0.74551,1.94662,1.50177,2.19551,-1.23601,1.02086,-0.24122,0.01649,0.06903,-12.56599
0.0,-0.06903,-1.03122,0.54993,0.91042,1.04733,3.05914,-0.74551,1.94547,1.70502,2.37882,-0.77428,0.33517,-0.60477,0.58521,0.2742,-12.56599
0.0,-0.06865,-1.0316,0.54955,0.91042,1.04733,3.05914,-0.7459,1.94624,1.58844,2.31516,-0.75702,-0.3045,-0.78348,0.55185,0.52731,-12.56599
0.0,-0.06865,-1.0316,0.54955,0.9108,1.04656,3.05914,-0.7459,1.94547,2.05784,1.55967,-0.70985,-0.31447,-0.75088,0.60362,0.45713,-12.56599
0.0,-0.06903,-1.03199,0.54917,0.9108,1.04694,3.05837,-0.74628,1.9447,2.3328,0.84637,-0.71829,-0.42568,-0.81109,0.35243,0.48359,-12.56599
0.0,-0.06903,-1.16199,1.3522,0.99364,1.03544,3.05837,-0.54034,1.79706,2.33318,0.84714,-0.71944,-0.42606,-0.80956,0.35243,0.48435,-12.56599
0.0,-0.06865,-1.19651,1.48144,0.88204,0.38656,3.03268,-0.45943,1.67971,2.33318,0.84752,-0.71982,-0.42568,-0.80956,0.35282,0.48512,-12.56599
0.0,-0.06865,-1.33993,1.02432,0.79767,-0.28033,3.05799,-1.02585,1.69083,2.33318,0.84752,-0.71944,-0.42606,-0.80841,0.35167,0.48397,-12.56599
0.0,-0.06903,-1.34223,0.99402,0.83755,-0.8318,3.05991,-1.10217,1.59112,2.33318,0.84752,-0.71944,-0.42568,-0.80841,0.35243,0.48435,-12.56599
0.0,-0.06865,-1.37867,0.31101,0.90236,-0.9921,3.05761,-0.24774,1.1873,2.33318,0.84714,-0.71944,-0.4253,-0.80917,0.35243,0.48435,-12.56599
0.0,-0.06941,-2.86778,1.36869,0.90045,-0.34591,2.66606,-0.99594,1.07417,2.33395,0.84867,-0.71944,-0.42568,-0.80917,0.35167,0.48435,-12.56599
0.0,-0.06865,-3.04073,1.17004,0.95222,-0.92767,2.4954,-1.11022,1.292,2.3328,0.84752,-0.7202,-0.42568,-0.80879,0.35205,0.48397,-12.56599
0.0,-0.06865,-3.0392,1.12978,1.00974,-0.88779,2.5303,-0.11773,1.20341,2.33318,0.84752,-0.71944,-0.4253,-0.80956,0.35167,0.48397,-12.56599
0.0,-0.06826,-2.97937,0.19788,0.91003,-0.94992,2.47853,-0.17334,1.04081,2.3328,0.84791,-0.71944,-0.42568,-0.80879,0.35167,0.48474,-12.56599
0.0,-0.06903,-2.97976,0.1975,0.81608,-0.44332,2.36156,-0.02876,1.00207,2.3328,0.84752,-0.71905,-0.42606,-0.80917,0.35205,0.48397,-12.56599
0.0,-0.06826,-2.97247,0.19788,0.81493,-0.44716,2.36233,-0.02991,1.00169,2.62963,0.47553,-1.58614,-1.17426,0.05829,-0.18676,0.74283,-12.56599
0.0,-0.06865,-2.97324,0.1975,0.81416,-0.44639,2.36233,-0.02876,1.00169,3.05377,1.19114,-1.24214,-0.83334,0.49279,1.13553,-0.20632,-12.56599
0.0,-0.06865,-2.97247,0.19788,0.81454,-0.44716,2.36156,-0.02991,1.00246,3.05416,1.75219,-1.00936,-0.12885,0.27113,1.24521,-0.237,-12.56599
0.0,-0.06903,-2.97285,0.19788,0.81454,-0.44677,2.36195,-0.02953,1.00207,2.96173,1.42162,-1.06228,0.38695,0.26653,1.63676,-0.21399,-12.56599
0.0,-0.06865,-2.97285,0.19788,0.81416,-0.446,2.36156,-0.02915,1.00207,2.68217,1.81355,-1.04196,1.05001,-0.02071,1.59304,0.03106,-12.56599
0.0,-0.06865,-2.97937,1.3338,0.90198,-0.15455,2.36425,-0.18024,1.07034,2.68025,1.80856,-1.03812,1.04733,-0.01611,1.59035,0.03106,-12.56599
0.0,-0.06941,-2.97861,1.95774,0.9085,0.66575,2.36425,-0.24659,1.02163,2.68025,1.80818,-1.03812,1.04733,-0.01611,1.59074,0.03106,-12.56599
0.0,-0.06903,-3.04725,1.87759,0.83602,0.73171,-0.04372,1.43619,3.0415,2.67986,1.80856,-1.03774,1.04656,-0.01687,1.58997,0.03106,-12.56599
0.0,-0.06941,-3.04534,1.08951,0.83947,1.00898,-0.0441,1.58729,3.01964,2.68025,1.80818,-1.03812,1.04733,-0.01649,1.59074,0.03145,-12.56599
0.0,-0.06865,-3.0461,0.95529,0.85903,1.01051,-0.05522,0.0115,3.02386,2.68025,1.80818,-1.03812,1.04694,-0.01649,1.59074,0.03106,-12.56599
0.0,-0.06903,-3.04649,1.00936,0.09856,1.03352,-0.20249,0.15647,2.43865,2.67986,1.80856,-1.03812,1.04694,-0.01649,1.59074,0.03068,-12.56599
0.0,-0.06903,-2.97362,1.11405,-0.57102,1.03544,-0.13346,0.13883,3.03345,2.68101,1.80818,-1.03812,1.04694,-0.01649,1.59035,0.03106,-12.56599
0.0,-0.06865,-2.97592,1.07455,-0.5856,1.03045,-0.02263,1.52133,2.96557,2.67986,1.8078,-1.0385,1.04733,-0.01611,1.59074,0.03106,-12.56599
0.0,-0.06865,-2.98398,2.26454,-0.65463,1.02853,0.01726,1.60531,2.9556,2.68063,1.80818,-1.0385,1.04694,-0.01649,1.59112,0.03068,-12.56599
0.0,-0.06941,-2.97209,2.2607,-0.65002,1.03544,0.01879,1.59917,2.95675,2.66107,1.11751,-1.17004,1.05768,0.2765,1.60876,-0.02224,-12.56599
0.0,-0.06903,-2.97324,2.2607,-0.64964,1.03544,0.01841,1.60071,2.95751,2.56482,1.15662,-0.2044,1.055,0.29836,1.6172,-0.13614,-12.56599
0.0,-0.06941,-2.97324,2.26032,-0.64964,1.03659,0.01917,1.60033,2.95828,3.0392,1.00246,0.63353,1.06305,0.08475,1.68891,-0.06059,-12.56599
0.0,-0.06903,-2.97362,2.2607,-0.65041,1.03505,0.01841,1.59994,2.95867,3.02693,1.0339,0.62203,1.06151,0.0418,0.08744,-0.2439,-12.56599
0.0,-0.06903,-2.97285,2.26109,-0.65041,1.03582,0.01841,1.59994,2.95867,3.03306,2.45667,0.64849,1.0619,-0.0069,-0.1488,-0.12655,-12.56599
0.0,-0.06903,-2.97209,2.25955,-0.65117,1.03505,0.01841,1.59956,2.95828,3.05262,1.57501,0.66843,-0.02876,-0.00805,-0.05407,-0.03106,-12.56599
0.0,-0.06865,-2.97285,2.25917,-0.64964,1.03544,0.01879,1.59917,2.95828,3.03153,0.48819,0.77543,-0.95107,-0.00959,-0.04947,-0.01074,-12.56599
0.0,-0.06903,-2.98819,0.93228,-0.70103,0.98827,-0.22396,1.85305,2.93872,3.03038,0.48857,0.77313,-0.95184,-0.00882,-0.0441,-0.01035,-12.56599
